No,Category,Entity,Period,Data
4013,Annual Report,DAIRY FARM INT'L HOLDINGS LTD 2019,20191230,605423_DFIH Annual Report Locked.pdf
4014,Annual Report,ANCHOR RESOURCES LIMITED 2019,20191230,617805_ARL Annual Report.pdf
4015,Annual Report,HONGKONG LAND HOLDINGS LIMITED 2019,20191230,605427_HKLH Annual Report Locked.pdf
4016,Annual Report,MDR LIMITED 2019,20191230,606616_mDR_AR2019.pdf
4017,Annual Report,HKT CAPITAL NO. 4 LIMITED 2019,20191230,606759_HKT Group Holdings Limited FS FY2019.pdf
4018,Annual Report,REENOVA INVESTMENT HOLDING LIMITED 2019,20191230,617645_RIHL - Annual Report FY2019 - Final.pdf
4019,Annual Report,ADVENTUS HOLDINGS LIMITED 2019,20191230,606950_AHL - Annual Report 2019.pdf
4020,Annual Report,OUE LIMITED 2019,20191230,606726_OUE_Annual_Report_2019.pdf
4021,Annual Report,MONEYMAX FINANCIAL SERVICES LTD. 2019,20191230,606534_MoneyMax AR2019.pdf
4022,Annual Report,SOECHI CAPITAL PTE. LTD. 2019,20191230,614667_SOCI_Financial Statements per 31 Dec 2019.pdf
4023,Annual Report,EAGLE HOSPITALITY REIT MANAGEMENT PTE. LTD. 2019,20191230,628101_EHT-AR2019.pdf
4024,Annual Report,HOTEL PROPERTIES LIMITED 2019,20191230,606741_HPL_AR2019_FinalPreview.pdf
4025,Annual Report,GCCP RESOURCES LIMITED 2019,20191230,627440_GCCP-Annual_Report_2019.pdf
4026,Annual Report,TALKMED GROUP LIMITED 2019,20191230,604791_Talkmed Group Annual Report 2019.pdf
4027,Annual Report,OEL (HOLDINGS) LIMITED 2019,20191230,606985_OEL-Annual Report 2019.pdf
4028,Annual Report,HUATIONG GLOBAL LIMITED 2019,20191230,612946_Huationg-AR2019.pdf
4029,Annual Report,JARDINE CYCLE & CARRIAGE LIMITED 2019,20191230,604781_JCCL Annual Report 2019.pdf
4030,Annual Report,ASIA ENTERPRISES HOLDING LIMITED 2019,20191230,606564_Asia Enterprises Holding Limited_AR 2019.pdf
4031,Annual Report,OLIVE TREE ESTATES LIMITED 2019,20191230,605930_Olive Tree Estates Annual Report 2019.pdf
4032,Annual Report,SINGAPORE TECHNOLOGIES ENGINEERING LTD 2019,20191230,606915_ST Engineering FY2019 Annual Report.pdf
4033,Annual Report,MEWAH INTERNATIONAL INC. 2019,20191230,605855_Mewah AR2019 L_Final.pdf
4034,Annual Report,BLUMONT GROUP LTD. 2019,20191230,606264_Blumont-AR2019.pdf
4035,Annual Report,MEDTECS INTERNATIONAL CORP LTD 2019,20191230,606966_Medtecs - Annual Report FY2019 - final v2.pdf
4036,Annual Report,ISDN HOLDINGS LIMITED 2019,20191230,601867_ISDN-AR2019_ENG.pdf
4037,Annual Report,ASPEN (GROUP) HOLDINGS LIMITED 2019,20191230,611204_AGH_Annual Report 2019.pdf
4038,Annual Report,SINGAPORE REINSURANCE CORPORATION LIMITED 2019,20191230,606992_Singapore Reinsurance Corporation Limited Annual Report 2019.pdf
4039,Annual Report,CITY DEVELOPMENTS LIMITED 2019,20191230,614631_Letter to Shareholders dated 2 June 2020.pdf
4040,Annual Report,OVERSEA-CHINESE BANKING CORPORATION LIMITED 2019,20191230,608053_OCBC_AR2019_ENG.pdf
4041,Annual Report,SINGAPORE O&G LTD. 2019,20191230,606558_SOG - Annual Report 2019.pdf
4042,Annual Report,FU YU CORPORATION LIMITED 2019,20191230,607787_Fu Yu - Annual Report 2019.pdf
4043,Annual Report,SINGAPORE TECHNOLOGIES TELEMEDIA PTE LTD 2019,20191230,620631_STT - Financial Statements for FY2019.pdf
4044,Annual Report,AP OIL INTERNATIONAL LIMITED 2019,20191230,605697_AP Oil International Limited Annual Report 2019.pdf
4045,Annual Report,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION 2019,20191230,607806_e_2019 Annual Report.pdf
4046,Annual Report,BBR HOLDINGS (S) LTD 2019,20191230,607015_BBR_AR2019.pdf
4047,Annual Report,SBI OFFSHORE LIMITED 2019,20191230,606462_SBI - Annual Report 2019.pdf
4048,Annual Report,TELECHOICE INTERNATIONAL LIMITED 2019,20191230,606387_Telechoice International Limited Annual Report 2019.pdf
4049,Annual Report,SINCAP GROUP LIMITED 2019,20191230,607006_Sincap - Annual Report FY2019.pdf
4050,Annual Report,LI & FUNG LIMITED 2019,20191230,605123_E00494.pdf
4051,Annual Report,MAXI-CASH FINANCIAL SERVICES CORPORATION LTD. 2019,20191230,605739_Maxi-Cash Financial Services Corporation - AR2019.pdf
4052,Annual Report,SINO GRANDNESS FOOD INDUSTRY GROUP LIMITED 2019,20191230,639733_Sino Grandness AR2019.pdf
4053,Annual Report,DBS GROUP HOLDINGS LTD 2019,20191230,599768_FA_DBS AR 2019_Full_spreads_LR.pdf
4054,Annual Report,FEO HOSPITALITY ASSET MANAGEMENT PTE. LTD. 2019,20191230,601994_FEHT - 2019 Annual Report.pdf
4055,Annual Report,TYE SOON LIMITED 2019,20191230,605611_TyeSoonAR2019.pdf
4056,Annual Report,AMTD INTERNATONAL INC. 2019,20191230,609050_AMTD - Year End Results Announcement SGX.pdf
4057,Annual Report,INDOFOOD AGRI RESOURCES LTD. 2019,20191230,605856_IndoAgri AR2019.pdf
4058,Annual Report,BAKER TECHNOLOGY LIMITED 2019,20191230,605857_BTL_AR2019.pdf
4059,Annual Report,ASIA VETS HOLDINGS LTD. 2019,20191230,606003_AVH - Annual Report FY2019 final.pdf
4060,Annual Report,FORISE INTERNATIONAL LIMITED 2019,20191230,606866_Forise International Limited Annual Report 2019.pdf
4061,Annual Report,KEPPEL PACIFIC OAK US REIT MANAGEMENT PTE. LTD. 2019,20191230,606813_Keppel Pacific Oak US REIT Annual Report 2019.pdf
4062,Annual Report,CHINA HAIDA LTD. 2019,20191230,618989_China_Haida-Annual_Report_revised.pdf
4063,Annual Report,HYPHENS PHARMA INTERNATIONAL LIMITED 2019,20191230,605734_Hyphens-AR2019.pdf
4064,Annual Report,CENTURION CORPORATION LIMITED 2019,20191230,602131_CCL-Annual Report 2019_ENG.pdf
4065,Annual Report,SUNNINGDALE TECH LTD. 2019,20191230,606587_Letter_to_Shareholders.pdf
4066,Annual Report,SERRANO LIMITED 2019,20191230,616724_20200607_Serrano_Ann_AR2019_Att.pdf
4067,Annual Report,YANLORD LAND GROUP LIMITED 2019,20191230,615491_05-06-2020-Yanlord_2020_AGM_Documents.pdf
4068,Annual Report,HKT CAPITAL NO.2 LIMITED 2019,20191230,606765_HKT Group Holdings Limited FS FY2019.pdf
4069,Annual Report,AMARA HOLDINGS LIMITED 2019,20191230,606195_Amara_AR2019.pdf
4070,Annual Report,RAFFLES MEDICAL GROUP LTD 2019,20191230,605929_Raffles_Medical_Group_Annual_Report_2019.pdf
4071,Annual Report,MERMAID MARITIME PUBLIC CO LTD 2019,20191230,602739_Mermaid_AR2019_27032020.pdf
4072,Annual Report,VIKING OFFSHORE AND MARINE LIMITED 2019,20191230,617171_VOM_Annual Report 2019.pdf
4073,Annual Report,APTT MANAGEMENT PTE. LIMITED 2019,20191230,605780_APTTAnnualReport2019.pdf
4074,Annual Report,SINARMAS LAND LIMITED 2019,20191230,605228_SML - AR 2019.pdf
4075,Annual Report,KOON HOLDINGS LIMITED 2019,20191230,612337_KOON - Annual Report 2019.pdf
4076,Annual Report,QT VASCULAR LTD. 2019,20191230,624151_QT Vascular FY2019 Annual Report.pdf
4077,Annual Report,ADVANCER GLOBAL LIMITED 2019,20191230,606609_AGL - Annual Report.pdf
4078,Annual Report,VALUEMAX GROUP LIMITED 2019,20191230,605079_Valuemax_AR19_SGX.pdf
4079,Annual Report,CHINA AVIATION OIL (SINGAPORE) CORPORATION LTD 2019,20191230,606411_CAO_Annual_Report_2019.pdf
4080,Annual Report,UNITED GLOBAL LIMITED 2019,20191230,606466_United Global Limited Annual Report 2019.pdf
4081,Annual Report,CNMC GOLDMINE HOLDINGS LIMITED 2019,20191230,606911_AnnualReport2019.pdf
4082,Annual Report,CATHAY PACIFIC MTN FINANCING (HK) LIMITED  2019,20191230,605487_Annual Report 2019.pdf
4083,Annual Report,ANNAIK LIMITED 2019,20191230,606200_Annaik Limited Annual Report 2019.pdf
4084,Annual Report,WILMAR INTERNATIONAL LIMITED 2019,20191230,611849_WIL-Letter_to_Shareholders.pdf
4085,Annual Report,CORDLIFE GROUP LIMITED 2019,20191230,606822_Cordlife Group Limited_Annual Report 2019.pdf
4086,Annual Report,GSH CORPORATION LIMITED 2019,20191230,606159_FY2019 GSH Annual Report.pdf
4087,Annual Report,SUNPOWER GROUP LTD. 2019,20191230,614376_18607176_Announcement_AnnualReport2019.PDF
4088,Annual Report,FUJI OFFSET PLATES MANUFACTURING LTD 2019,20191230,606972_FOP - Publication of Annual Report 2019.pdf
4089,Annual Report,ADVANCED HOLDINGS LTD. 2019,20191230,635455_AHL_AR2019.pdf
4090,Annual Report,MERCATUS CO-OPERATIVE LIMITED 2019,20191230,612535_Mercatus AR2019 Web Full.pdf
4091,Annual Report,CITICODE LTD. 2019,20191230,606576_Citicode-AR2019.pdf
4092,Annual Report,GS HOLDINGS LIMITED 2019,20191230,607011_GS - Ann - Publication of AR and Circular 2020.04.15.pdf
4093,Annual Report,SINIC HOLDINGS (GROUP) COMPANY LIMITED 2019,20191230,608103_EW02103.pdf
4094,Annual Report,SUTL ENTERPRISE LIMITED 2019,20191230,606156_SUTL-AR2019-6.pdf
4095,Annual Report,PROCURRI CORPORATION LIMITED 2019,20191230,606461_Procurri Corporation Limited Annual Report 2019.pdf
4096,Annual Report,INTRACO LIMITED 2019,20191230,606212_Intraco Limited_2019 Annual Report.pdf
4097,Annual Report,"GRUPO CEMENTOS DE CHIHUAHUA, S.A.B. DE C.V. 2019",20191230,629862_GCC - Annual report 2019.pdf
4098,Annual Report,NORDIC GROUP LIMITED 2019,20191230,606039_Nordic Group Limited Annual Report 2019.pdf
4099,Annual Report,ARA TRUST MANAGEMENT (SUNTEC) LIMITED 2019,20191230,605861_Suntec REIT - Annual Report 2019.pdf
4100,Annual Report,SEROJA INVESTMENTS LIMITED 2019,20191230,606409_SerojaInvestment AR2019.pdf
4101,Annual Report,NAUTICAWT LIMITED 2019,20191230,607028_Publication of Annual Report.pdf
4102,Annual Report,ONE ASSET MANAGEMENT LIMITED 2019,20191230,597711_6M-ONE-STOXXASEAN63-E.pdf
4103,Annual Report,FIRST RESOURCES LIMITED 2019,20191230,606986_First_Resources_Limited_-_Annual_Report_2019.pdf
4104,Annual Report,FUXING CHINA GROUP LIMITED 2019,20191230,606555_Fuxing-AR2019.pdf
4105,Annual Report,THE STRAITS TRADING COMPANY LIMITED 2019,20191230,607863_STC_AR_2019.pdf
4106,Annual Report,PACIFIC RADIANCE LTD. 2019,20191230,606713_Pacific Radiance Annual Report 2019.pdf
4107,Annual Report,WORLD PRECISION MACHINERY LIMITED 2019,20191230,617377_Annual Report FY2019.pdf
4108,Annual Report,MINDCHAMPS PRESCHOOL LIMITED  2019,20191230,621416_MCPSL Response to Shareholders Questions.pdf
4109,Annual Report,SAMKO TIMBER LIMITED 2019,20191230,606629_Samko Annual Report 2019.pdf
4110,Annual Report,TOP GLOBAL LIMITED 2019,20191230,606539_TGL - Annual Report 2019.pdf
4111,Annual Report,NTEGRATOR INTERNATIONAL LTD. 2019,20191230,606728_Nte-Publication of AR-Deferral of AGM-20200415.pdf
4112,Annual Report,RH PETROGAS LIMITED 2019,20191230,606546_RH_Petrogas_Limited_AR_2019.pdf
4113,Annual Report,CAPITALAND MALL TRUST MANAGEMENT LIMITED 2019,20191230,605787_01_Cover_Letter_CMT_Annual_Report_2019.pdf
4114,Annual Report,FRAGRANCE GROUP LIMITED 2019,20191230,606221_Fragrance Group Limited Annual Report 2019.pdf
4115,Annual Report,FEDERAL INTERNATIONAL (2000) LTD 2019,20191230,605777_Federal International Annual Report 2019.pdf
4116,Annual Report,PRINCIPAL S&P APAC DIVIDEND 2019,20191230,598303_20191231PrincipalSPEthicalAsiaPacificDividendETFUnauditedSemiAnnualReport.pdf
4117,Annual Report,SINGAPORE EDEVELOPMENT LIMITED 2019,20191230,613162_SeD-AR2019.pdf
4118,Annual Report,HONG FOK CORPORATION LIMITED 2019,20191230,606742_Hong Fok Corporation Annual Report 2019_FINAL.pdf
4119,Annual Report,KAISA GROUP HOLDINGS LTD. 2019,20191230,609333_2020042901978_20200505.pdf
4120,Annual Report,BONVESTS HOLDINGS LIMITED 2019,20191230,606847_BV AR2019.pdf
4121,Annual Report,GREAT EASTERN HOLDINGS LIMITED 2019,20191230,601782_Great Eastern Holdings Annual Report 2019.pdf
4122,Annual Report,HALCYON AGRI CORPORATION LIMITED 2019,20191230,605798_HAC_Annual_Report_2019_Executive_Summary.pdf
4123,Annual Report,ASIAMEDIC LIMITED 2019,20191230,606458_Annual_Report_2019.pdf
4124,Annual Report,SILKROAD NICKEL LTD. 2019,20191230,606572_Silkroad Nickel_combine_Final.pdf
4125,Annual Report,OVERSEAS EDUCATION LIMITED 2019,20191230,605442_OEL - AR FY2019.pdf
4126,Annual Report,BUND CENTER INVESTMENT LTD 2019,20191230,605217_BCI-Annual Report 2019.pdf
4127,Annual Report,KATRINA GROUP LTD. 2019,20191230,606624_Katrina AR19 lowres.pdf
4128,Annual Report,TAN CHONG INTERNATIONAL LIMITED 2019,20191230,607765_2020042300620.pdf
4129,Annual Report,M&C REIT MANAGEMENT LIMITED 2019,20191230,606133_CDLHT AR19 Final.pdf
4130,Annual Report,CHINA EVERBRIGHT WATER LIMITED 2019,20191230,601772_CEWL Annual Report 2019.pdf
4131,Annual Report,MENCAST HOLDINGS LTD. 2019,20191230,605846_MHL-AR FY19.pdf
4132,Annual Report,ELEC & ELTEK INTERNATIONAL COMPANY LIMITED. 2019,20191230,602268_e1011.pdf
4133,Annual Report,SHANGRI-LA ASIA LIMITED 2019,20191230,608148_e0069_200327_AR.pdf
4134,Annual Report,ACMA LTD. 2019,20191230,616732_ACMA LTD ANNUAL REPORT 2019.pdf
4135,Annual Report,"PARK24 CO., LTD. 2019",20191129,608850_all-fin.pdf
4136,Annual Report,SG SECURITIES (HK) LIMITED 2019,20191030,598551_201910ARMUFEMG.pdf
4137,Annual Report,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST 2019,20191030,591606_SPDR DJIA Annual Report 31 Oct 2019.pdf
4138,Annual Report,SG SECURITIES (HK) LIMITED 2019,20191030,598542_201910ARMUFINDIA.pdf
4139,Annual Report,ECOWISE HOLDINGS LIMITED 2019,20191030,607058_Annual Report 2019.pdf
4140,Annual Report,SPDR S&P 500 ETF TRUST 2019,20190929,589203_SPDR SP 500 ETF AR 30 Sep 2019.pdf
4141,Annual Report,GOODLAND GROUP LIMITED 2019,20190929,592484_GGL - AR for FY 2019.pdf
4142,Annual Report,LHN LIMITED 2019,20190929,591682_E LHN Limited - Annual Report FY19.pdf
4143,Annual Report,KEONG HONG HOLDINGS LIMITED 2019,20190929,592420_KHH AR2019_Final.pdf
4144,Annual Report,NAM LEE PRESSED METAL INDUSTRIES LIMITED 2019,20190929,592245_Nam Lee - 2019 Annual Report.pdf
4145,Annual Report,ONEAPEX LIMITED 2019,20190929,593142_Oneapex-Annual Report 2019.pdf
4146,Annual Report,FRASER AND NEAVE LIMITED. 2019,20190929,592407_FN-AR2019.pdf
4147,Annual Report,FRASERS COMMERCIAL ASSET MANAGEMENT LTD. 2019,20190929,589006_FCOT_AR2019.pdf
4148,Annual Report,AMPLEFIELD LIMITED 2019,20190929,592566_Amplefield_Annual Report_FY2019.pdf
4149,Annual Report,COSMOSTEEL HOLDINGS LIMITED 2019,20190929,592405_CosmoSteel Annual Report FY2019.pdf
4150,Annual Report,MACQUARIE BANK LIMITED 2019,20190929,584077_MBL_Release of Interim Report Announcement_2019.pdf
4151,Annual Report,MARCO POLO MARINE LTD. 2019,20190929,592401_Marco Polo Marine Annual Report 2019.pdf
4152,Annual Report,GDS GLOBAL LIMITED 2019,20190929,591853_GDS_Annual Report 2019.pdf
4153,Annual Report,FRASERS HOSPITALITY ASSET MANAGEMENT PTE. LTD. 2019,20190929,590972_Annual_Report_2019.pdf
4154,Annual Report,PNE INDUSTRIES LTD 2019,20190929,592130_PNE_IND_AR2019.pdf
4155,Annual Report,BRC ASIA LIMITED 2019,20190929,592974_BRC_AR 2019.pdf
4156,Annual Report,CASA HOLDINGS LIMITED 2019,20190929,591771_Casa Holdings Limited_AR 2019.PDF
4157,Annual Report,PHILLIP CAPITAL MANAGEMENT (S) LTD 2019,20190929,592002_Phillip SGX APAC Dividend Leaders REIT ETF Annual Report Sep19 Final.pdf
4158,Annual Report,ASIAN HEALTHCARE SPECIALISTS LIMITED 2019,20190929,592703_AHS Annual Report 2019.pdf
4159,Annual Report,TRAFIGURA GROUP PTE. LTD. 2019,20190929,590061_Trafigura Group Pte Ltd - 2019 Annual Report.pdf
4160,Annual Report,SPDR GOLD SHARES 2019,20190929,587325_SPDR Gold Trust 10-K.pdf
4161,Annual Report,FRASERS LOGISTICS & INDUSTRIAL ASSET MANAGEMENT PTE. LTD. 2019,20190929,590706_Annual_Report_2019.pdf
4162,Annual Report,THAI BEVERAGE PUBLIC CO LTD 2019,20190929,593018_THBEV_Annual_Report_2019.pdf
4163,Annual Report,FRASERS PROPERTY LIMITED 2019,20190929,591336_FPL_Annual Report 2019.pdf
4164,Annual Report,ACROMEC LIMITED 2019,20190929,592700_AnnualReport_2019.pdf
4165,Annual Report,AGV GROUP LIMITED 2019,20190929,593287_AGV Group Limited - AR FY2019.pdf
4166,Annual Report,JUMBO GROUP LIMITED 2019,20190929,592111_Jumbo_Annual_Report_2019.pdf
4167,Annual Report,NO SIGNBOARD HOLDINGS LTD 2019,20190929,610925_NSB Annual Report FY2019.pdf
4168,Annual Report,FRASERS CENTREPOINT ASSET MANAGEMENT LTD. 2019,20190929,591332_FCT_Annual Report 2019.pdf
4169,Annual Report,ENVICTUS INTERNATIONAL HOLDINGS LIMITED 2019,20190929,591722_Envictus - Annual report FY 2019.pdf
4170,Annual Report,SEN YUE HOLDINGS LIMITED 2019,20190929,592483_SYH - CG Report FY2019.pdf
4171,Annual Report,KIMLY LIMITED 2019,20190929,593284_Kimly - Corrigendum and Revised Annual Report.pdf
4172,Annual Report,JAIPRAKASH ASSOCIATES LIMITED 2019,20190902,577785_Notice_of_Annual_General_Meeting_Regulation_34_of_SEBI_LODR_JAL-SGX.pdf
4173,Annual Report,SINGAPORE PRESS HOLDINGS LIMITED 2019,20190830,583957_SPH Annual Report 2019.pdf
4174,Annual Report,TOP GLOVE CORPORATION BHD 2019,20190830,585498_TopGlove_Annual_Report_2019_Part_1.pdf
4175,Annual Report,SPH REIT MANAGEMENT PTE. LTD. 2019,20190830,584371_SPH REIT - Annual Report 2019.pdf
4176,Annual Report,SECOND CHANCE PROPERTIES LTD 2019,20190830,589816_SCPL_Annual_Report_FYE31Aug19.pdf
4177,Annual Report,MIYOSHI LIMITED 2019,20190830,589755_Annual Report 2019 SGX.pdf
4178,Annual Report,FONTERRA CO-OPERATIVE GROUP LIMITED 2019,20190730,579604_2.0 0190925_AnnualResults_NZX_FINAL IN TEMPLATE.pdf
4179,Annual Report,SYSMA HOLDINGS LIMITED 2019,20190730,584392_Sysma AR2019.pdf
4180,Annual Report,T T J HOLDINGS LIMITED 2019,20190730,584063_T T J Holdings Limited  Annual Report 2019 SGX.pdf
4181,Annual Report,SUNRIGHT LIMITED 2019,20190730,584321_Sunright_Annt_Corrigendum_To_AnnualReport2019.pdf
4182,Annual Report,KHONG GUAN LIMITED 2019,20190730,585379_KGL Annual Report 2019.pdf
4183,Annual Report,SUNRIGHT LIMITED 2019,20190730,582878_Sunright_ Annual_ Report_2019.pdf
4184,Annual Report,LIFEBRANDZ LTD. 2019,20190730,585216_LifeBrandz - Annual Report.pdf
4185,Annual Report,DATAPULSE TECHNOLOGY LIMITED 2019,20190730,583255_DTL_ Annual Report 2019.pdf
4186,Annual Report,VICPLAS INTERNATIONAL LTD 2019,20190730,585205_2019.11.11_Vicplas_AR_2019.pdf
4187,Annual Report,JAWALA INC. 2019,20190730,584741_Jawala Inc. Annual Report 2019.pdf
4188,Annual Report,A-SMART HOLDINGS LTD. 2019,20190730,584765_A-Smart AR2019.pdf
4189,Annual Report,SEVEN GROUP HOLDINGS LIMITED 2019,20190629,575464_SGH Annual Report 2019.pdf
4190,Annual Report,SEEK LIMITED 2019,20190629,583239_191028  2019 Annual Report.pdf
4191,Annual Report,TRANSURBAN QUEENSLAND FINANCE PTY LIMITED 2019,20190629,593310_20190828_TQ_SGX_TQ Group FY19 Financial Report.pdf
4192,Annual Report,BLUESCOPE FINANCE (AMERICAS) LLC 2019,20190629,579266_Cover Ltr and Annual Report.pdf
4193,Annual Report,TELSTRA CORPORATION LIMITED 2019,20190629,576722_SGX52 Annual Report 2019.pdf
4194,Annual Report,AUCKLAND COUNCIL 2019,20190629,579815_Annual Report medial release - 27 September 2019.pdf
4195,Annual Report,ONE ASSET MANAGEMENT LIMITED 2019,20190629,579648_ONE-STOXXASEAN 1YR61-E.pdf
4196,Annual Report,CHINA YUANBANG PROP HLDGS LTD 2019,20190629,580755_CYB-Annual_Report_2019.pdf
4197,Annual Report,MAGNUS ENERGY GROUP LTD. 2019,20190629,581899_Magnus Energy_AR.pdf
4198,Annual Report,OKH GLOBAL LTD. 2019,20190629,581001_OKH Global Limited Annual Report 2019.pdf
4199,Annual Report,LION ASIAPAC LIMITED 2019,20190629,580921_LAP-2019 Annual Report.pdf
4200,Annual Report,METECH INTERNATIONAL LIMITED 2019,20190629,581427_Metech_Annual Report 2019.pdf
4201,Annual Report,SAKAE HOLDINGS LTD. 2019,20190629,582102_Sakae Annual Report 2019.pdf
4202,Annual Report,TIONG WOON CORPORATION HOLDING LTD 2019,20190629,581230_TWCH_AR_2019.pdf
4203,Annual Report,TAI SIN ELECTRIC LIMITED 2019,20190629,581646_Tai Sin AR2019.pdf
4204,Annual Report,KITCHEN CULTURE HOLDINGS LTD. 2019,20190629,585919_KCH-Annual Report 2019.pdf
4205,Annual Report,OXLEY HOLDINGS LIMITED 2019,20190629,580930_Oxley AR 2019.pdf
4206,Annual Report,GL LIMITED 2019,20190629,580990_SGX-GL-2019-Annual-Report.pdf
4207,Annual Report,NEW SILKROUTES GROUP LIMITED 2019,20190629,581957_New Silkroutes Group Limited Annual Report 2019.pdf
4208,Annual Report,UNION STEEL HOLDINGS LIMITED 2019,20190629,581003_USHL_AR2019.pdf
4209,Annual Report,CREATIVE TECHNOLOGY LTD. 2019,20190629,581143_CreativeAnnualReport2019.pdf
4210,Annual Report,PRINCIPAL FTSE ASEAN40 2019,20190629,577026_20190630PrincipalFTSEASEAN40SemiAnnualReport.pdf
4211,Annual Report,STATE STREET GLOBAL ADVISORS SINGAPORE LIMITED 2019,20190629,579856_STI_AnnualReport_2019.pdf
4212,Annual Report,PACIFIC STAR DEVELOPMENT LIMITED 2019,20190629,581843_PSDL - Annual Report 2019.pdf
4213,Annual Report,UG HEALTHCARE CORPORATION LIMITED 2019,20190629,581198_UG Healthcare Corporation Limited Annual Report 2019.pdf
4214,Annual Report,SILVERLAKE AXIS LTD 2019,20190629,581109_SLAxis_AR2019.pdf
4215,Annual Report,PHILLIP CAPITAL MANAGEMENT (S) LTD 2019,20190629,576311_Phillip SING Income ETF 30.6.2019.pdf
4216,Annual Report,ALLIANCE HEALTHCARE GROUP LIMITED 2019,20190629,581202_Alliance Healthcare Group Limited_AR19.pdf
4217,Annual Report,ISOTEAM LTD. 2019,20190629,581695_ISOTEAM AR 2019  Final Full Report.pdf
4218,Annual Report,IX BIOPHARMA LTD. 2019,20190629,579502_iX Biopharma_Annual Report 2019.pdf
4219,Annual Report,ICP LTD. 2019,20190629,581451_ICP_AnnualReport_2019.pdf
4220,Annual Report,ELLIPSIZ LTD 2019,20190629,580384_Ellipsiz_Annual Report 2019.pdf
4221,Annual Report,KARIN TECHNOLOGY HLDGS LIMITED 2019,20190629,581085_Karin AR 2019.pdf
4222,Annual Report,WILTON RESOURCES CORPORATION LIMITED 2019,20190629,581535_Wilton_Annual Report.pdf
4223,Annual Report,HAI LECK HOLDINGS LIMITED 2019,20190629,581136_Hai Leck_Annual Report 2019.pdf
4224,Annual Report,GUOCOLAND LIMITED 2019,20190629,580998_GLL AR 2019.pdf
4225,Annual Report,PARKSON RETAIL ASIA LIMITED 2019,20190629,581836_Annual Report 2019.pdf
4226,Annual Report,YTL STARHILL GLOBAL REIT MANAGEMENT LIMITED 2019,20190629,579563_Starhill_AR2019.pdf
4227,Annual Report,SINOCLOUD GROUP LIMITED 2019,20190629,580040_SinoCloud AR19 final.pdf
